Dy,BART,BARTp,BARTpadj,CCT,CCTn,CCTnadj,CCTr,CCTradj,DFEss,DFEr,DFD,DFDr,LOT,LOTr,LOTcv,MT,MTr,VRTTT,GABS,SOEP,SOEPdri,SOEPfin,SOEPrec,SOEPocc,SOEPhea,SOEPsoc,Deth,Dinv,Dgam,Dhea,Drec,Dsoc,Deth_r,Dinv_r,Dgam_r,Dhea_r,Drec_r,Dsoc_r,Deth_b,Dinv_b,Dgam_b,Dhea_b,Drec_b,Dsoc_b,PRI,PRIw,BIS1att,BIS1mot,BIS1ctr,BIS1com,BIS1per,BIS1ins,BISa,BISm,BISn,BIS,SStas,SSexp,SSdis,SSbor,SSSV,age,sex,loc,ses,NUM,gen_valence,gen_arousal,gen_arouspos,gen_arousneg,gen_happy,gen_afraid,gen_sad,gen_angry,gen_motivat,gen_concentr,gen_timepr,gen_tired,pre_valence,pre_arousal,pre_arouspos,pre_arousneg,pre_happy,pre_afraid,pre_sad,pre_angry,pre_motivat,pre_concentr,pre_timepr,pre_tired,mid1_valence,mid1_arousal,mid1_arouspos,mid1_arousneg,mid1_happy,mid1_afraid,mid1_sad,mid1_angry,mid1_motivat,mid1_concentr,mid1_timepr,mid1_tired,mid2_valence,mid2_arousal,mid2_arouspos,mid2_arousneg,mid2_happy,mid2_afraid,mid2_sad,mid2_angry,mid2_motivat,mid2_concentr,mid2_timepr,mid2_tired,post_valence,post_arousal,post_arouspos,post_arousneg,post_happy,post_afraid,post_sad,post_angry,post_motivat,post_concentr,post_timepr,post_tired,ABCTEU_OS,ABCTEU_CS,ABCTEU_DEV,ABCTEU_BIC,ABCT4P_OS,ABCT4P_PW,ABCT4P_LA,ABCT4P_CS,ABCT4P_DEV,ABCT4P_BIC,ABCT6P_OSg,ABCT6P_OSl,ABCT6P_PWg,ABCT6P_PWl,ABCT6P_LA,ABCT6P_CS,ABCT6P_DEV,ABCT6P_BIC,ABCTRN_DEV,MPLEU_OS,MPLEU_CS,MPLEU_DEV,MPLEU_BIC,MPL4P_OS,MPL4P_PW,MPL4P_LA,MPL4P_CS,MPL4P_DEV,MPL4P_BIC,MPL6P_OSg,MPL6P_OSl,MPL6P_PWg,MPL6P_PWl,MPL6P_LA,MPL6P_CS,MPL6P_DEV,MPL6P_BIC,MPLRN_DEV,CCTEU_OS,CCTEU_CS,CCTEU_DEV,CCTEU_BIC,CCT3P_OS,CCT3P_PW,CCT3P_LA,CCT3P_DEV,CCT3P_BIC,CCT4P_OS,CCT4P_PW,CCT4P_LA,CCT4P_CS,CCT4P_DEV,CCT4P_BIC,CCT6P_OSg,CCT6P_OSl,CCT6P_PWg,CCT6P_PWl,CCT6P_LA,CCT6P_CS,CCT6P_DEV,CCT6P_BIC,CCTRN_mp,CCTRN_DEV,CCTRN_BIC,BARTRN_pm,BARTRN_DEV,BARTRN_BIC,BART1_OS,BART1_alpha,BART1_mu,BART1_LA,BART1_CS,BART1_DEV,BART1_BIC,BART3_OS,BART3_alpha,BART3_mu,BART3_CS,BART3_DEV,BART3_BIC
31,41.77,41.77,48.37,440,440,195,0.2043552,0.23622839,21.25,0.5,0.5,0.5,0.42,0.42,0.3,0.722636815920398,0.722636815920398,9.28,1,4,3,2,4,3,4,5,1.875,2,1.25,2.625,2.5,3.125,3.5,3,3,3.25,2.375,2,2.5,3,1.75,1.75,1.875,2.375,4,17,8,12,13,12,6,3,11,18,25,54,14,16,17,11,58,24,1,1,4,2,90,30,59,11,80,30,21,20,80,69,59,80,80,10,40,0,69,0,10,0,60,81,0,90,41,60,20,60,60,20,11,80,80,61,9,60,79,19,55,10,71,0,0,10,70,41,0,41,89,10,79,0,90,0,0,0,29,30,70,60,0.93373517,0.22411945,44.748549,52.572595,1.2349443,0.75618379,2.1137721,0.088709101,32.315196,47.963288,0.33997199,1.5348547,1.2078459,0.76534527,0.007154094,10,20.249947,43.722085,69.314718,5.5740784,2.1211033e-10,62.640898,71.020208,2.7430668,9.1492841e-9,0.9827848,9.7618781e-4,43.815604,60.574223,0.5065376,1.2674562,9.9896785,1.466425e-5,0.064473075,4.1595189,34.907589,60.045518,91.495428,0.30279684,10,265.22764,274.08927,0.1361073,0.26791055,0.37828239,202.07064,215.36309,0.13611061,0.26790023,0.37825408,10,202.07064,219.7939,0.080609,0.69385614,0.34630586,0.25998062,1.5285931,10,183.8791,210.464,0.94017155,212.00111,216.43193,0.96121174,541.43972,544.84092,1.9964278,4728.6985,4752.1345,0.069793995,9.9429551,96.640667,113.64665,0.29954709,9942.5448,9999.1564,0.56891079,89.786978,103.39177
39,51.57,51.57,60,596,596,111,0.27237101,0.55746404,29.12,0.62,0.25,0.25,0.52,0.52,0.34,0.7487562189054725,0.7487562189054725,8.14,1,7,8,5,4,7,6,10,3.5,3,1.75,2.625,3,3.625,3.125,2.75,3.25,3.875,3.625,2,4.375,2.75,4.25,2.5,2.875,3.5,8,36,7,17,15,8,9,6,13,26,23,62,12,18,14,17,61,28,0,1,3,3,83,69,89,16,69,12,40,20,86,48,61,83,60,30,60,26,55,0,53,0,71,60,19,85,54,60,53,64,54,14,30,58,39,43,24,29,59,41,54,43,57,5,19,15,44,52,7,63,46,24,47,34,45,7,46,30,37,3,20,100,0.83025393,0.36202260000000003,42.48147,50.305516,1.0340842,0.69592597,1.4599993,0.26904734,33.60974,49.257832,0.89979385,1.0837802,0.73140545,0.68924621,0.61423342,0.51713665,32.955302,56.42744,69.314718,0.53941582,2.1131422,41.949169,50.328479,0.65701244,0.3745356,1.1595005,6.4039238,14.440193,31.198812,0.92784578,1.3506696,0.26766484,0.94856572,0.19736285,10,3.9266404,29.064569,91.495428,0.033399551,5.1232458,179.62662,188.48825,0.017106104,0.27800658,0.22455308,64.032097,77.324548,0.017116464,0.27802703,0.2245292,10,64.032097,81.755365,7.1403994e-12,3.1675506,0.40964445,1.2473566,10,8.5277377,53.512646,80.097546,0.98839287,76.302522,80.733339,0.9884798,338.38972,341.79092,0.78367102,186.69837,188.43295,1.96529,8.1858801,133.51082,150.5168,1.2080469,72.958822,72.958822,0.074479448,128.00507,141.60986
34,50.73,50.73,63.43,425,425,144,0.2035409,0.19605117,24.38,0.38,0.875,0.875,0.52,0.52,0.48,0.7487562189054725,0.7487562189054725,8.74,1,8,8,4,8,8,10,10,2.125,1,1.25,4.125,3.375,3.375,3,3,3,1.5,2.25,1.625,3.125,2,2,2.75,3.75,4.125,5,26,18,24,16,13,11,9,27,35,29,91,16,18,17,15,66,24,0,1,3,2,79,61,59,23,76,66,56,32,59,31,65,58,70,33,66,6,70,7,2,4,50,42,17,74,67,79,73,75,69,20,16,70,77,72,18,26,31,78,32,66,70,13,19,80,31,15,12,76,63,20,46,22,66,14,17,25,23,18,23,74,0.25795412,3.3605904,56.487767,64.311813,0.41252839,0.86202195,3.5370609,1.0647808,51.022874,66.670966,0.99099514,0.5849178,0.31016147,0.77071864,10,0.18192771,44.778742,68.25088,69.314718,0.54646641,1.6419807,48.197494,56.576803,0.44055024,0.41189556,0.90160651,4.4748658,43.736828,60.495447,0.40253853,0.10567565,0.73274251,8.3266727e-15,10,6.3288415,38.163577,63.301506,91.495428,0.31221355,10,267.8216,276.68323,0.14094741,0.16698629,0.12020884,183.43251,196.72497,0.14094491,0.1669739,0.12018218,10,183.43251,201.15578,0.10847603,1.1283409,0.26648229,0.42083271,1.5235475,10,167.02738,193.61228,0.94655015,187.28418,191.71499,0.97308557,533.77673,537.17793,1.7013242,108.081,109.20303,0.075472153,9.9939004,89.951806,106.95779,0.6101061,878.44794,885.95216,0.27508309,86.328676,99.933465
33,35.27,35.27,36.48,390,390,224,0.1654465,0.17619439,21.38,0.38,0.5,0.5,0.46,0.46,0.36,0.7213930348258705,0.7213930348258705,8.3,0,1,2,1,2,2,1,3,1.625,1.5,1,1.625,1.375,2.375,2.875,2.75,3,3.625,3.5,1.625,2.75,3,2.25,1.25,1.625,2,3,15,11,13,12,11,11,7,18,24,23,65,15,16,13,12,56,25,0,1,4,0,71,49,85,10,75,3,45,4,89,89,6,35,94,9,49,0,89,0,3,0,79,89,51,52,49,54,52,52,52,0,9,68,75,92,3,6,82,71,53,0,87,0,0,0,77,73,50,59,78,44,44,0,65,0,0,0,39,48,5,69,1.3412622,0.04380344,36.469846,44.293892,1.3663332,0.89867039,1.5124792,0.047144927,31.496563,47.144655,1.1298389,1.5225067,0.74022916,1.0700038,0.21387081,0.2015074,25.69042,49.162558,69.314718,0.44727094,3.0731538,45.263385,53.642694,0.70527819,0.56556279,1.4108844,5.9053563,13.494175,30.252793,0.8728584,1.2933716,0.463035,1.1023724,0.23504456,10,2.3774478,27.515376,91.495428,0.14722311,5.7355266,240.36445,249.22609,0.066390967,0.27896825,0.83817905,233.50204,246.79449,0.066396665,0.27897088,0.83818416,10,233.50204,251.22531,1.5582535e-11,0.38535325,10,0.63477967,2.4223543,3.4569571,229.59261,256.17751,0.89861668,284.79951,289.23033,0.97990916,430.96711,434.36831,1.5524086,3.3332009,2.1118521,0.2515611,6.2545119,160.8538,177.85979,0.37874493,296.39027,296.39029,0.12099412,161.52255,175.12734
36,41.5,41.5,43.67,646,646,205,0.2902428,0.45893585,25.12,0.38,0.75,0.75,0.46,0.46,0.4,0.7624378109452735,0.7624378109452735,6.89,1,10,2,6,9,10,9,8,3.125,1,1.25,2,3,4,3,2.25,1.75,4,3.5,2.875,2.875,1,1,1,2.125,2.375,5,32,11,21,18,14,8,7,18,29,32,79,16,19,11,15,61,29,0,1,8,1,79,8,66,4,85,6,12,11,80,81,10,32,78,3,1,0,64,0,0,0,100,96,5,21,41,4,3,3,70,0,0,8,93,77,0,9,75,5,0,0,44,0,8,6,92,93,0,6,85,2,0,0,62,0,0,0,82,69,87,65,0.20664567,5.4726356,55.492165,63.316211,0.24566863,0.72791998,4.9099887,1.8599171,53.447552,69.095644,0.38952123,0.26249035,2.8989279,0.62761968,10,0.92764785,50.446747,73.918885,69.314718,7.6934767,1.6653345e-15,73.477641,81.85695,0.78601563,0.16070441,1.4124788,1.0547932,38.366428,55.125047,0.42891737,0.64293941,3.9813847,3.9331816e-9,0.84503912,5.5216142,31.258314,56.396242,91.495428,0.21046645,9.3288144,243.80353,252.66516,0.13644272,0.40101266,0.11839424,134.74462,148.03707,0.13642916,0.40097952,0.11841017,10,134.74462,152.46789,0.17813243,4.0035013,0.8481839,1.3562319,10,10,119.90397,146.48887,0.97731138,143.22811,147.65893,0.9796037,331.98636,335.38756,0.7641262,32.555029,34.132685,2.8923134,9.9999452,120.06061,137.0666,0.80352623,43.692632,45.482467,0.23673256,114.45876,128.06355
32,35.37,35.37,38.25,193,193,65,0.093189011,0.043075218,80.88,0.5,0.625,0.625,0.46,0.46,0.44,0.7238805970149255,0.7238805970149255,7.72,0,4,2,3,4,3,7,8,1.375,1,1,2.75,2.25,3.375,3,3.5,5,3,3,1.75,2.625,2.75,1.25,2.5,2.875,3.5,6,32,12,14,14,14,7,5,17,21,28,66,16,18,15,17,66,25,1,1,5,4,53,59,79,20,58,31,43,10,79,80,20,11,90,59,52,2,85,0,0,0,80,82,4,3,53,41,4,8,53,2,4,9,53,50,53,14,35,68,50,55,26,3,56,54,84,87,9,43,57,52,45,53,56,11,23,53,45,33,80,60,0.76432562,0.23158219,57.440241,65.264287,1.118983,0.52869681,0.4781955,0.16509194,45.143063,60.791155,1.1397699,0.84043176,0.48519994,0.72614412,1.8097125,0.17652714,42.700762,66.1729,69.314718,0.40873365,0.92522009,80.260674,88.639983,0.62914143,0.41376794,1.789165,10,5.3028996,22.061519,0.87028696,0.82605351,0.18501227,0.87536143,2.2504813,10,2.764216,27.902144,91.495428,0.50420164,10,219.8769,228.73854,0.57009431,10,0.3692856,209.64341,222.93586,0.57009619,10,0.36928429,10,209.64341,227.36667,0.39261147,0.91856919,10,0.65047125,2.7224158,10,179.73248,206.31738000000001,0.77821999,262.45559,266.88641,0.97825031,414.27756,417.67876,0.46444544,268.30063,271.73085,9.9999955,7.6932115,173.00132,190.00731,1.1360588,248.52934,250.86283,0.040156434,180.36883,193.97362
31,34.7,34.7,34.63,567,567,266,0.25926642,0.50019312,14.62,0.25,0.125,0.125,0.34,0.34,0.56,0.7388059701492535,0.7388059701492535,9.78,1,4,6,2,4,4,6,2,1.875,1,1,2.125,1.875,3.25,4.125,4,5,4.125,4,2.625,2.875,1,1.75,1.375,1.5,2.625,3,17,8,12,9,11,7,5,13,19,20,52,16,16,16,13,61,27,0,1,4,0,60,40,71,20,90,20,10,10,89,80,11,61,90,59,100,0,89,0,0,0,100,90,0,10,10,72,21,72,40,9,49,80,97,90,0,0,40,30,52,40,53,0,6,60,30,19,0,80,48,30,53,48,53,10,49,41,31,30,55,90,3.6604342,1.0076691e-7,64.764331,72.588377,1.3546556,0.30692468,2.5027287,0.012130083,56.279448,71.92754,1.5295958,1.3608445,0.61347299,0.26151408,4.9433548,0.0069066613,53.081404,76.553542,69.314718,0.32941631,3.7642915,59.382858,67.762167,0.58912354,0.71321276,1.6361417,3.3278613,26.888106,43.646725000000004,0.39959696,0.75517901,1.7817356,0.10958817,0.37838384,10,18.847574,43.985503,91.495428,0.011680699,3.8081105,247.28785,256.14948,0.059203413,0.17205977,0.2304215,156.04652,169.33897,0.059212682,0.17206857,0.23038494,10,156.04652,173.76979,0.042541884,0.12423415,0.19497796,4.2349457e-11,0.34566248,10,155.87291,182.45781,0.96923003,160.76503,165.19584,0.98085796,573.7641,577.1653,0.77981431,5320.5718,5326.0813,9.8914153,5.3998043,177.15711,194.1631,1.2139738,2.496362e-6,2.5160984e-6,0.054613262,166.49145,180.09624
33,44.9,44.9,51.81,253,253,125,0.13645219,0.11769168,23.62,0.25,0.5,0.5,0.42,0.42,0.3,0.743781094527363,0.743781094527363,8.46,1,7,4,6,8,6,9,4,1,2.25,1,3,2.125,3.5,3.5,2.5,3,2.875,3.375,1.875,1.875,3,2,1.25,2.375,2.25,5,24,10,14,16,12,8,6,16,22,28,66,15,18,13,12,58,30,1,1,6,2,69,33,53,17,70,55,31,49,71,60,31,61,72,20,52,15,52,50,23,14,73,77,7,70,53,31,52,29,53,14,7,30,78,79,1,69,34,25,38,34,36,12,9,9,57,79,17,41,49,62,26,32,52,22,16,29,31,48,62,56,0.97823301,0.21942844,39.718031,47.542077,0.85616147,1.1581184,1.3233919,0.33454931,38.030917,53.679009,1.0057599,0.7477972,0.96093369,1.3414538,3.7264602,0.18850778,36.467007,59.939145,69.314718,0.38377793,7.8801443,28.358557,36.737866,0.29279879,7.0596394,0.9841331,10,20.840308,37.598927,0.33290839,0.80227314,4.4065338,5.4632668,0.096486516,10,16.788086,41.926015,91.495428,0.45504122,10,265.03859,273.90022,0.48102729,4.8444741,2.5419666e-11,209.25578,222.54823,0.48102744,4.8442995,2.6429969e-11,10,209.25578,226.97905,0.33486874,1.1050391,0.97259524,1.7352841e-10,0.81821022,10,194.98118,221.56608,0.86942228,225.52251,229.95333,0.97805906,500.06839,503.46959,1.8825754,28.87545,28.944506,0.059562207,9.975503,92.536002,109.54199,0.17301076,9978.0318,9999.8249,0.18256925,116.92718,130.53197
34,33.53,33.53,34.95,485,485,250,0.22361494,0.29955502,40.88,0.62,0.375,0.375,0.46,0.46,0.44,0.7475124378109455,0.7475124378109455,8.63,0,5,6,5,7,8,7,2,1.125,1,1,3.5,3.25,2.5,4.125,4.75,5,3.625,3.25,1.5,1.875,2,1.25,1.25,3.25,2.75,4,27,8,14,13,14,11,9,17,25,27,69,19,17,15,14,65,28,0,1,7,1,53,45,61,54,40,39,71,11,81,67,40,29,70,30,53,8,54,9,52,4,90,88,0,32,68,32,56,3,56,5,54,25,85,78,0,2,62,29,60,20,58,0,57,10,93,84,0,37,61,34,62,0,43,0,58,4,82,74,0,67,0.43832501,1.2405428,58.80581,66.629856,0.48152401,0.97018689,4.9411981,0.98495939,43.651417,59.29951,0.30258965,1.0970595,0.46424683,1.048489,0.027231414,9.0382403,33.085234,56.557372,69.314718,0.51335425,1.5221827000000001,55.752327,64.131636,0.53296908,0.32315248,1.1923436,5.7061475,25.786545,42.545164,0.4314722,0.44139147,0.58869996,4.2271742e-12,1.2745918,10,23.251793,48.389721,91.495428,0.035050946,3.8624231,249.82405,258.68568,0.066549139,0.24303403,0.54369149,198.52468,211.81713,0.066531955,0.24300184,0.5436951,10,198.52468,216.24795,0.022316241,0.11943487,0.31692102,3.173628e-11,0.86154911,10,196.23149,222.8164,0.94357588,223.07793,227.50875,0.95255243,635.79586,639.19706,0.70973775,294.02704,295.72019,8.4552792,9.9126977,144.4423,161.44829,0.33200318,437.69458,440.10334,0.18899991,138.12696,151.73175
35,47.53,47.53,53.87,361,361,205,0.17705464,0.18290351,43.5,0.25,0.5,0.5,0.44,0.44,0.28,0.7487562189054725,0.7487562189054725,9.79,0,10,9,7,9,7,7,7,2.5,2.25,2.25,3.5,4.375,3.375,3.5,2.5,3.25,3.375,3.25,2.625,2.375,2.75,1.5,2.25,3.375,2.875,5,27,12,18,14,11,9,7,19,27,25,71,20,18,19,15,72,25,1,1,5,3,30,20,67,78,29,30,42,62,79,59,58,73,20,39,65,69,31,0,61,20,77,83,9,69,59,68,61,26,59,22,11,34,88,86,33,59,57,84,64,61,74,17,32,60,61,100,60,61,36,61,33,59,36,1,43,57,38,73,35,40,1.0548179,0.14639216,41.880339,49.704385,1.0149707,1.0197218,1.6638104,0.16476334,38.216792,53.864884000000004,0.95095516,1.0627954,0.93822105,1.059964,0.91371986,0.24202128,37.715626,61.187764,69.314718,0.37426394,10,18.81721,27.196519,0.36457723,1.6522698,1.0102473,10,16.640324,33.398943,0.46594811,0.094484066,1.0535001,4.1774247,9.9525555,9.999997,11.588839,36.726767,91.495428,0.34009685,10,292.90444,301.76607,0.16821634,0.2902658,0.47193703,244.95682,258.24928,0.16820059,0.29023145,0.47193581,10,244.95682,262.68009,0.17267828,1.1195497,0.35895038,0.85401048,2.2084762,8.3324317,239.73442,266.31932,0.9002495,260.27682,264.70764,0.97828128,443.31556,446.71675,1.0956039,22.821393,22.924648,0.88432402,8.9674162,121.325,138.33099,0.73896406,115.76731,116.74992,0.12254036,122.77039,136.37518
31,50.3,50.3,62.67,262,262,98,0.14760977,0.088697723,24.38,0.75,0.25,0.25,0.46,0.46,0.44,0.7238805970149255,0.7238805970149255,9.01,0,8,5,3,8,6,6,4,1.875,1,1,2.875,2.625,3.125,3.375,3.25,3.25,3.875,2.5,2.625,3,3.75,2,1.875,2.125,3.875,2,12,12,14,12,13,7,7,19,21,25,65,15,13,15,11,54,24,0,1,9,2,70,40,20,40,70,18,70,20,40,41,30,40,70,30,40,30,71,0,60,20,70,70,20,60,68,61,60,30,70,0,41,41,91,71,0,30,30,60,56,69,40,0,10,68,79,61,0,59,10,70,21,70,31,2,59,79,30,20,69,60,1.8643558,0.001858026,50.75974,58.583786,1.5266506,0.77513772,2.182629,0.011907481,43.625421,59.273513,1.5624032,1.5034927,0.90298628,0.73731204,3.0518398,0.0097128786,42.837912,66.31005,69.314718,0.57213279,0.97417758,59.609838,67.989147,3.2149643,2.9223551,7.2192407,4.7100305e-5,20.163197,36.921816,0.47468123,1.0102075,7.1840921,0.62326388,0.21379459,9.9999999,9.4907266,34.628655,91.495428,0.46564267,10,297.85384,306.71548,0.24868898,0.20940474,0.2893094,233.62162,246.91407,0.24867668,0.20939132,0.2893394,10,233.62162,251.34489,0.21799166,0.53699632,0.29252435,3.0531133e-14,0.57213851,10,228.21954,254.80444,0.85901854,248.11445,252.54527,0.98111175,505.88705,509.28825,0.70956148,2628.6851,2642.3,6.0265839,9.8851968,130.03096,147.03695,0.82503204,198.66906,200.254,0.094243851,125.17039,138.77518
38,51.24,51.24,59,521,521,231,0.24023524,0.41794422,25.38,0.5,0.375,0.375,0.38,0.38,0.44,0.7686567164179106,0.7686567164179106,5.67,0,4,2,4,9,6,9,7,2,2.5,1,3.875,2.875,3.75,3.5,3.75,5,3.375,3.375,2.125,3,3,1.25,2.25,3.125,3.875,5,29,10,17,13,12,8,4,14,25,25,64,20,18,19,13,70,26,0,1,4,3,75,58,70,5,70,56,40,10,69,59,31,31,61,70,91,0,70,11,29,0,91,88,0,0,43,74,91,73,56,60,55,70,64,63,5,5,46,46,42,59,47,42,31,55,30,25,37,10,87,59,63,1,77,24,36,3,43,61,13,69,0.19281185,10,48.189845,56.013891,0.15744318,1.1008139,1.4884415,10,47.896565,63.544657,0.24308456,1.6231761,0.60563131,1.9487207,3.7031995e-4,10,40.417517,63.889655,69.314718,0.63609541,1.0275165,48.415427,56.794736,1.0801674000000001,0.59753464,1.5300465,0.81157359,18.60255,35.361169,0.59222755,0.87359943,9.9999925,0.77368243,0.66154277,4.4959418,11.751927,36.889855,91.495428,1.5092982e-10,3.6460564,231.13548,239.99711,3.2297942e-10,0.13103551,0.41625326,154.86625,168.1587,9.1610053e-12,0.19518697,0.23985522,7.4994584,154.81853,172.5418,1.859235e-11,3.7915376,0.29329604,1.5257584,10,5.9652485,151.93871,178.52361,0.96481909,164.51445,168.94526,0.97755347,660.37421,663.7415,1.3700823,5.3199006,4.9089001,0.28101127,7.8028893,112.66889,129.50537,0.7512337,105.85563,106.29587,0.094111419,113.26109,126.73028
33,24.97,24.97,26.19,418,418,209,0.19623169,0.24082343,35.5,0.5,0.375,0.375,0.42,0.42,0.4,0.732587064676617,0.732587064676617,7.25,0,8,2,6,9,7,1,2,1.375,2,1,1.625,2,3,5,4.25,4.75,4.5,4.25,2.25,1.375,2,1.25,1,1.875,2.375,3,15,11,17,14,12,8,5,16,25,26,67,16,17,13,14,60,27,0,1,4,0,99,41,91,10,91,10,11,10,70,74,60,9,100,20,59,0,90,0,9,0,70,70,0,59,79,80,64,0,70,0,0,11,60,60,11,66,59,40,20,21,59,0,0,0,30,30,10,80,89,73,71,0,100,0,0,0,31,48,70,53,1.3258031,0.017166819,55.293253,63.117299,0.69286243,1.4653749,10,0.52193176,21.815898,37.46399,0.48105322,1.0017038,1.0448621,2.5945902,3.0716579,2.366189,19.762279,43.234417,69.314718,0.15568813,6.6613381e-15,91.495428,99.874737,0.30459455,0.10180337,1.7874993,4.8049481,47.868866,64.627485,0.19489216,0.085806071,4.3434611,6.6125404e-7,9.944504,8.8917337,42.923177,68.061106,91.495428,0.30380167,10,272.92089,281.78252,0.11344389,0.18970184,0.33294199,209.94235,223.2348,0.1134366,0.18970136,0.33297656,10,209.94235,227.66562,0.03854831,0.70329518,0.17674341,0.25477848,1.3775454,10,192.78175,219.36665,0.93513282,214.72175,219.15257,0.96190484,339.86974,343.27094,0.86118567,33.727127,34.101815,7.8176552,9.9999983,133.8388,150.84479,0.19570903,41.924232,42.321643,0.43571195,137.3251,150.92989
32,41.37,41.37,37.27,198,198,163,0.091990439,0.096146323,50.75,0.5,0.375,0.375,0.44,0.44,0.26,0.7101990049751246,0.7101990049751246,6.42,1,4,6,4,8,4,5,3,3.125,3.25,2.25,3.125,3.125,3.625,2.625,1.75,3.5,2.375,2.25,3.125,2.875,2.25,1.75,2.625,2.625,3.125,5,25,13,9,12,12,7,5,18,16,24,58,18,18,16,12,64,29,1,1,4,4,60,51,48,57,60,70,65,56,79,80,55,61,80,61,59,31,70,60,29,0,89,50,60,10,52,70,71,61,71,70,19,39,91,69,70,21,70,30,19,10,50,41,61,10,65,60,21,76,50,60,39,60,40,61,60,30,60,71,70,35,1.0868097,0.15357787,36.896007,44.720053,0.9145766,1.2089674,1.2836928,0.30065012,34.15333,49.801422,1.0659573,0.82889538,1.0640438,1.3151718,3.4852969,0.15934422,33.358758,56.830896,69.314718,5.6380649,1.0964507e-10,65.579224,73.958533,0.83011381,0.16167966,1.1091995,2.4899586,24.446881,41.2055,0.75699996,0.97612556,0.29367216,1.423861e-12,0.46012677,4.1496986,20.075139,45.213067,91.495428,0.44613447,10,263.80122,272.66285,0.17239226,0.29233474,0.92543606,254.89078,268.18323,0.17238452,0.29231138,0.92541121,10,254.89078,272.61404,0.052375029,0.31827209,0.15924157,0.28106263,1.6205655,10,245.48003,272.06493,0.76448634,282.75658,287.1874,0.9840989,277.20233,280.60353,0.62751107,23.290943,24.969612,3.2746195,9.7160518,118.38965,135.39564,1.351787,24.771735,25.906399,0.088459072,129.90595,143.51074
33,45.37,45.37,53.63,378,378,137,0.17797929,0.13937484,59.38,0.5,0.375,0.375,0.4,0.4,0.36,0.7537313432835819,0.7537313432835819,7.41,0,8,2,7,9,4,3,7,2,3.5,1.5,2.375,3.625,3.75,3.875,3,5,4.125,3,2.375,2.375,3.75,1.5,1.625,2.875,3,6,37,9,12,9,10,6,5,14,18,19,51,18,15,14,14,61,26,1,1,3,2,41,60,62,35,60,24,59,63,90,74,85,59,65,35,40,29,60,54,40,30,89,95,10,21,69,79,61,36,58,43,56,44,69,71,64,26,63,12,34,15,34,17,30,32,56,72,46,73,68,35,62,18,60,18,18,10,70,44,20,64,0.95503384,0.1958185,44.641106,52.465152,0.72832156,1.1547355,2.3263289,0.51104085,37.983053,53.631145,0.79141703,0.74837529,0.84559248,1.2307549,2.3082562,0.50681035,36.3268,59.798938,69.314718,0.58777475,0.99910568,56.452907,64.832217,0.64843645,0.32341068,1.2484078,7.203575,13.836837,30.595455,0.55948094,0.51171666,0.56048497,0.046367926,1.7461003,10,11.498081000000001,36.636009,91.495428,0.34840119,10,249.6688,258.53044,0.3738002,9.2769116,1.7746915e-12,200.57787,213.87032,0.37380028,9.2769181,1.7648105e-11,10,200.57787,218.30113,0.25959823,1.1044667,7.5140944,0.26880304,1.5860921,10,174.11588,200.70078,0.91971145,229.73411,234.16493,0.96481203,640.72916,644.13036,0.78612678,1760.9502,1778.3326,3.3543467,9.9999988,146.45775,163.46374,0.74274695,1720.7931,1737.8407,0.11326949,146.50565,160.11043
36,42.77,42.77,47.47,341,341,195,0.14003973,0.13233728,31.38,0.62,0.125,0.125,0.42,0.42,0.52,0.7213930348258705,0.7213930348258705,7.9,0,7,2,3,9,6,6,10,2.25,1,2.25,3.125,3.75,4.125,2.75,1.5,2,2.625,2.125,1.375,1.75,1,1,1.625,3.5,4.625,4,23,14,22,18,18,10,5,19,32,36,87,18,18,16,17,69,24,0,1,5,1,87,55,53,46,89,55,21,49,54,40,59,60,21,71,41,40,30,55,60,8,42,35,2,85,46,38,21,14,45,35,45,17,57,32,11,65,46,14,19,14,18,15,30,11,18,3,13,87,13,5,14,65,0,3,33,67,0,0,83,100,0.12007623,1.8044357,66.443563,74.267609,0.69568295,0.32725169,4.0305695,0.16403338,58.794513,74.442605,0.024899832,2.5750512,0.0026039642,0.69135805,7.1656243e-6,7.8536518,56.984711,80.456849,69.314718,6.8779096,8.8817842e-15,81.540125,89.919434,0.48921396,0.085357404,1.2258817,3.3225665,49.390971,66.14959,0.38485895,0.55144402,4.1569019,5.3944127e-10,1.0793893,4.0842297,44.714269,69.852197,91.495428,0.12053458,4.9279138,222.09751,230.95914,0.051602827,0.29579465,1.0611785,221.57695,234.8694,0.093967424,0.62985957,1.1033003,6.1027251,220.91107,238.63433,0.10738682,5.2060078e-10,0.62770081,0.37317203,0.90510778,7.731934,220.17874,246.76364,0.87213132,298.98316,303.41398,0.97106063,570.52261,573.92381,0.62716239,146.15984,147.20936,8.8872739,9.9999987,150.42967,167.43565,0.52236548,209.94286,211.45028,0.11679733,147.33331,160.9381
